0,1,2
0.8516053983766071,1.0,0.09
0.9583071411827055,1.0,0.2
1.3346843263364736,1.0,0.25
1.951212088159649,1.0,0.37
1.8882367186983082,1.0,0.39
1.1892146186254409,1.0,0.46
1.0327321240881417,1.0,0.47000000000000003
0.7005010819475841,1.0,0.49
0.26575831258444554,1.0,0.64
0.4211401907828776,1.0,0.6900000000000001
0.33637056722585634,1.0,0.72
0.08979963662765257,1.0,0.77
0.012923612983113335,1.0,0.79
-0.015846574104769452,1.0,0.8
-0.03790796731829834,1.0,0.81
-0.05342294498012816,1.0,0.8200000000000001
-0.046043549510570464,1.0,0.87
-0.030386883631130977,1.0,0.88
-0.030386883631130977,1.0,0.88
0.2702135534889795,1.0,0.99
1.1066714464943388,1.0,0.0
1.035235386552354,1.0,0.01
0.7781098594329177,1.0,0.04
0.6834928773648242,1.0,0.05
0.20355410574140517,1.0,0.11
0.0725897226611047,1.0,0.17
-0.6800778681443265,1.0,0.31
-1.1322779167627477,1.0,0.35000000000000003
-1.2448813068558766,1.0,0.36
-1.4528549327030862,1.0,0.38
-1.663482991914017,1.0,0.41000000000000003
-1.6896145212024698,1.0,0.42
-1.4964676531263792,1.0,0.46
-0.3143422602899922,1.0,0.53
0.2750554564501924,1.0,0.5700000000000001
0.3763867111827833,1.0,0.58
0.5851403786427045,1.0,0.65
0.18567094301005282,1.0,0.79
0.512568514902271,1.0,0.8200000000000001
0.885256267371707,1.0,0.91
0.7929883705893583,1.0,0.0
0.879750554627252,1.0,0.13
0.07313111092648036,1.0,0.23
0.007529511118883808,1.0,0.34
0.033300719439137656,1.0,0.35000000000000003
0.06126219726886036,1.0,0.36
0.2040052042457974,1.0,0.41000000000000003
0.2842602754788627,1.0,0.48
0.2842602754788627,1.0,0.48
0.28552984455333047,1.0,0.49
0.28754819080999694,1.0,0.5
0.49912715353522763,1.0,0.58
0.9066667853819301,1.0,0.64
1.1599707797949874,1.0,0.6900000000000001
1.1599707797949874,1.0,0.6900000000000001
0.853529217558432,1.0,0.79
-0.011868417457333358,1.0,0.85
-1.3036664374318248,1.0,0.93
-1.445400240078849,1.0,0.9400000000000001
-1.579419654300882,1.0,0.9500000000000001
0.6522520790017784,1.0,0.1
0.6536045435315773,1.0,0.11
0.5786723834114174,1.0,0.14
0.18635979603610875,1.0,0.2
-0.2644669814909728,1.0,0.27
-0.42715083601307796,1.0,0.35000000000000003
-0.41271164430630947,1.0,0.36
-0.28512387464885364,1.0,0.41000000000000003
-0.23858753369669994,1.0,0.43
-0.20243396371971695,1.0,0.46
-0.21414160650712782,1.0,0.5
-0.22287537903333657,1.0,0.58
-0.1549454104491371,1.0,0.62
-0.09200377342557842,1.0,0.65
-0.05087261626339748,1.0,0.67
0.67843164843338,1.0,0.81
0.7809149676373442,1.0,0.8200000000000001
1.1269364998674916,1.0,0.86
0.8916660600811709,1.0,0.9400000000000001
0.37392393484308867,1.0,0.99
0.6357180311153746,1.0,0.04
0.6227256334064577,1.0,0.11
0.5286722473456845,1.0,0.13
0.46701358296018314,1.0,0.14
0.12328230549623564,1.0,0.19
0.08540811542991555,1.0,0.26
0.7264762264566714,1.0,0.4
-0.813203296187752,1.0,0.52
-1.1886867655375828,1.0,0.61
-0.8729253867524855,1.0,0.66
-0.8290437478728385,1.0,0.67
-0.8290437478728385,1.0,0.67
-0.7598450880178276,1.0,0.72
-0.7598450880178276,1.0,0.72
-0.7398910996055021,1.0,0.77
-0.3198061728988748,1.0,0.86
-0.4483086105567584,1.0,0.9400000000000001
-0.5119940073388317,1.0,0.9500000000000001
-0.578195066577108,1.0,0.96
-0.7078193854876488,1.0,0.98
1.0206088591372855,1.0,0.01
-0.3736207707938429,1.0,0.11
-0.5571938915789625,1.0,0.13
-0.7929903651315373,1.0,0.18
-0.8859453532823807,1.0,0.24
-0.8916366616665165,1.0,0.31
-0.5488202807147359,1.0,0.38
-0.39391378885638484,1.0,0.4
-0.3152565086910822,1.0,0.41000000000000003
-0.09429740449522103,1.0,0.44
0.3500773931726272,1.0,0.54
0.3933897265043439,1.0,0.56
0.9774900070955749,1.0,0.7000000000000001
1.0576433824048874,1.0,0.71
1.202293940238787,1.0,0.79
1.202293940238787,1.0,0.79
0.40016484967502886,1.0,0.85
-0.7027535052946262,1.0,0.93
-0.8800720817573366,1.0,0.9500000000000001
-1.1709376382532979,1.0,1.0
-0.4375075159287995,1.0,0.03
-0.4375075159287995,1.0,0.03
-0.3423132458845394,1.0,0.09
-0.13829105207910172,1.0,0.2
-0.2656123507751574,1.0,0.23
-0.2656123507751574,1.0,0.23
-0.8338857304780788,1.0,0.29
-1.2302650296227136,1.0,0.35000000000000003
-1.1878992751292947,1.0,0.39
-1.100866865740985,1.0,0.41000000000000003
-0.8058712525218451,1.0,0.46
-0.8058712525218451,1.0,0.46
-0.5608226257116827,1.0,0.5
-0.5064884372118831,1.0,0.51
-0.4145258711438373,1.0,0.53
-0.4145258711438373,1.0,0.53
-0.723188036504213,1.0,0.67
-1.2609544215868413,1.0,0.73
-0.48328705701245933,1.0,0.89
-0.4282760223403216,1.0,0.9
-0.36496471750876414,1.0,0.02
0.0727291420015404,1.0,0.12
-0.10859171290930061,1.0,0.17
-0.1608517950393745,1.0,0.18
-0.34223809096855445,1.0,0.25
-0.27328532705872566,1.0,0.29
-0.25243129234858525,1.0,0.3
-0.21438841224217897,1.0,0.33
-0.21913178032789726,1.0,0.35000000000000003
-0.2301281558702372,1.0,0.36
-0.29435221338786727,1.0,0.4
-0.28123266193137597,1.0,0.44
-0.09885176292078188,1.0,0.48
0.46687217428031175,1.0,0.66
0.43392480885110907,1.0,0.67
0.355125326403646,1.0,0.6900000000000001
0.07196088628580742,1.0,0.84
0.07637390425834627,1.0,0.85
-0.09012685669567615,1.0,0.91
-0.22816769271302095,1.0,0.93
-1.0506128268690684,1.0,0.08
-0.8261906019834291,1.0,0.13
-0.6477245251851882,1.0,0.19
-0.2494315011115456,1.0,0.24
0.7138412264511076,1.0,0.32
0.8360382336800148,1.0,0.36
-0.022931262203702705,1.0,0.51
0.03725469417002977,1.0,0.55
0.09424192421043613,1.0,0.56
0.25044264625431795,1.0,0.58
0.6661738003215047,1.0,0.63
0.6086989837155371,1.0,0.67
0.022564036572064797,1.0,0.71
-0.17166809070893796,1.0,0.72
-0.951470374404292,1.0,0.81
-0.33356697958356063,1.0,0.87
-0.33356697958356063,1.0,0.87
-0.17400084752212136,1.0,0.91
-0.23573446974113374,1.0,0.93
-0.2929835670625704,1.0,0.9400000000000001
-0.33482729558522867,1.0,0.04
0.08834766542601097,1.0,0.11
-0.22254235804576816,1.0,0.18
-0.6530587955372641,1.0,0.26
-0.6854463890743671,1.0,0.3
-0.6493070302279943,1.0,0.34
-0.5556139695980925,1.0,0.39
-0.39650931248919197,1.0,0.45
-0.27260026140716537,1.0,0.49
-0.21594776773378607,1.0,0.51
-0.21594776773378607,1.0,0.51
-0.1920234473795719,1.0,0.52
-0.17227712948853058,1.0,0.53
-0.17227712948853058,1.0,0.53
-0.922487841374873,1.0,0.74
-1.065738236070613,1.0,0.79
-1.065738236070613,1.0,0.79
-1.1691520204668204,1.0,0.91
-1.2359099499864765,1.0,0.92
-1.7988509931960543,1.0,0.99
-0.1526582451465886,1.0,0.06
-0.20393891713072712,1.0,0.07
-0.2508486396247625,1.0,0.08
-0.2508486396247625,1.0,0.08
-0.37188426244790523,1.0,0.13
-0.34567768223757106,1.0,0.16
-0.20842235133606601,1.0,0.22
-0.18834305091160902,1.0,0.23
0.3581535836789079,1.0,0.39
0.8975838384451673,1.0,0.56
0.8785002514554313,1.0,0.6
0.6245368005216305,1.0,0.66
0.09793430286531894,1.0,0.71
-0.5763369881929215,1.0,0.79
-0.5815277821983103,1.0,0.8
-0.5693453515107427,1.0,0.81
-0.4622623071332933,1.0,0.84
-0.2827039499441021,1.0,0.89
-0.2827039499441021,1.0,0.89
-0.4995984086574601,1.0,0.99
0.7765754351832471,1.0,0.0
0.6971578514398576,1.0,0.03
0.5192218047254479,1.0,0.1
0.5188592701396055,1.0,0.2
0.5188592701396055,1.0,0.2
0.5188592701396055,1.0,0.2
-0.14265373230596615,1.0,0.31
-0.49383071470113576,1.0,0.36
-0.49383071470113576,1.0,0.36
-0.7266517455129888,1.0,0.42
-0.7409278720124637,1.0,0.43
-0.7224963989382414,1.0,0.47000000000000003
-0.14752460637401485,1.0,0.63
-0.07321939182430066,1.0,0.65
0.041960123920604456,1.0,0.68
0.8658446541739369,1.0,0.8
0.9721043939890062,1.0,0.81
1.180920349031343,1.0,0.8300000000000001
1.3992026208762436,1.0,0.91
1.1281421078316989,1.0,0.9400000000000001
0.37185722828250783,1.0,0.03
0.08404166439264499,1.0,0.06
-0.010464395602504672,1.0,0.07
-0.012573416636057929,1.0,0.26
0.04697207641017253,1.0,0.28
-0.034005073113360616,1.0,0.33
-0.034005073113360616,1.0,0.33
-0.2899777534834133,1.0,0.36
-0.7508128477229689,1.0,0.4
-0.6110797392837454,1.0,0.51
-0.4050413005641796,1.0,0.53
-0.056600825552380836,1.0,0.6
-0.03387351360233257,1.0,0.68
-0.005955753680505273,1.0,0.6900000000000001
-0.005955753680505273,1.0,0.6900000000000001
0.17366346725813703,1.0,0.73
0.7864227627015057,1.0,0.9400000000000001
0.7470549861080916,1.0,0.96
0.7066943141220553,1.0,0.98
0.6879822437992679,1.0,0.99
0.08933345462697723,1.0,0.0
0.5331238039101099,1.0,0.07
0.5875322409288788,1.0,0.08
0.4670393558410362,1.0,0.21
0.5797204014119985,1.0,0.26
0.8515793473845343,1.0,0.32
0.7446606862469018,1.0,0.38
0.391764394045798,1.0,0.43
0.15872286888091852,1.0,0.46
-0.16595132143826735,1.0,0.51
0.06109182831105507,1.0,0.7000000000000001
-0.12248320495534545,1.0,0.74
-0.3511125521278845,1.0,0.78
-0.5764797486618025,1.0,0.8300000000000001
-0.5764797486618025,1.0,0.8300000000000001
-0.6205376680776763,1.0,0.87
-0.5712700513479488,1.0,0.89
-0.4062702732048525,1.0,0.92
-0.08842854442331688,1.0,0.96
0.06706988301441408,1.0,0.98
-0.12890317913941132,1.0,0.04
-0.20586671713967836,1.0,0.22
-0.7511981063084335,1.0,0.26
-1.2646979450164617,1.0,0.3
-1.1348527829493125,1.0,0.35000000000000003
0.9403295404763112,1.0,0.46
0.8850882482538582,1.0,0.51
0.5237279779734185,1.0,0.55
-0.05114920092419915,1.0,0.61
-0.1319288346884104,1.0,0.62
-0.43241410537208563,1.0,0.73
-0.3461345072644449,1.0,0.76
-0.3065815688932737,1.0,0.77
-0.21415362653130765,1.0,0.79
-0.16261976141909626,1.0,0.8
0.17427223685275212,1.0,0.87
0.22366263600000316,1.0,0.9
0.22366263600000316,1.0,0.9
0.06871438703315894,1.0,0.98
0.06871438703315894,1.0,0.98
-0.11527775692433279,1.0,0.07
0.3199909416275917,1.0,0.12
-0.16166521880432128,1.0,0.31
-0.22380793454788547,1.0,0.33
-0.14643901872575923,1.0,0.41000000000000003
0.06008039571148567,1.0,0.46
0.26033545541930475,1.0,0.5
0.8304930979039531,1.0,0.65
0.8295937355381322,1.0,0.66
0.8295937355381322,1.0,0.66
0.6722260043661827,1.0,0.72
0.4757868716795257,1.0,0.78
0.45151750546508684,1.0,0.8
0.3905952416419797,1.0,0.91
0.3626145782391878,1.0,0.92
0.3626145782391878,1.0,0.92
0.33076769690108104,1.0,0.93
0.33076769690108104,1.0,0.93
0.22362553434085158,1.0,0.96
0.09515813764563702,1.0,1.0
-1.321035514092343,1.0,0.01
-1.169239493420341,1.0,0.08
-0.4395475543972287,1.0,0.16
0.0785493553693209,1.0,0.21
0.0785493553693209,1.0,0.21
0.22653799558790955,1.0,0.25
0.22653799558790955,1.0,0.25
0.07817806104127814,1.0,0.31
-0.03960986399869739,1.0,0.35000000000000003
-0.0661970061104337,1.0,0.37
0.10839837121402682,1.0,0.45
0.4806520713345061,1.0,0.54
-0.7747745269926379,1.0,0.6900000000000001
-0.8251315066790424,1.0,0.73
-0.7492687046463633,1.0,0.77
-0.6304023538936523,1.0,0.81
-0.4638989898876127,1.0,0.86
-0.2537497435944954,1.0,0.92
-0.2537497435944954,1.0,0.92
-0.017630426411123057,1.0,1.0
-1.2849385929362531,1.0,0.03
-1.2606754152206112,1.0,0.04
-0.9082257083109498,1.0,0.17
-0.8609392686290717,1.0,0.18
-0.31939980427229325,1.0,0.24
-0.31939980427229325,1.0,0.24
0.8626323493552062,1.0,0.33
0.9937348226537162,1.0,0.36
0.9251312999956173,1.0,0.4
0.4873785082704105,1.0,0.49
0.26707929362378874,1.0,0.55
0.1960479567380599,1.0,0.58
0.1960479567380599,1.0,0.58
0.16456270030302703,1.0,0.63
0.3729302699762592,1.0,0.6900000000000001
0.3729302699762592,1.0,0.6900000000000001
0.3729302699762592,1.0,0.6900000000000001
0.9744717978193898,1.0,0.78
1.099732371197589,1.0,0.8200000000000001
0.5554566676146927,1.0,0.9400000000000001
0.49382883904248853,1.0,0.03
0.47166967438027946,1.0,0.04
0.3906625345299916,1.0,0.07
-0.06705773200039412,1.0,0.18
-0.31603726050173797,1.0,0.25
-0.34210854569657434,1.0,0.37
-0.49336415501192155,1.0,0.46
-0.6270768843436926,1.0,0.48
-0.6270768843436926,1.0,0.48
-0.701456459230317,1.0,0.49
-0.8482912681949045,1.0,0.51
-0.9131468175104513,1.0,0.52
-0.5737019550225575,1.0,0.64
0.09577719054981726,1.0,0.71
0.26925319721982066,1.0,0.73
0.4839867147333219,1.0,0.76
0.4839867147333219,1.0,0.76
0.6858849011296837,1.0,0.8200000000000001
0.6350096437847872,1.0,0.87
0.5247913881384441,1.0,0.9
0.7353754563100072,1.0,0.1
0.6055519483775028,1.0,0.12
-0.1579024067161524,1.0,0.2
-0.3896511350479885,1.0,0.26
-0.37751140408217454,1.0,0.28
-0.3338712405568731,1.0,0.32
-0.3326138508273686,1.0,0.33
-0.39390624449804706,1.0,0.37
-0.4549810389197822,1.0,0.39
-0.6247755196640853,1.0,0.5
-0.7690015754891828,1.0,0.68
-0.6694166694276836,1.0,0.72
-0.7766038678721515,1.0,0.8200000000000001
-0.8488685185402091,1.0,0.88
-0.7906361242383539,1.0,0.89
-0.7072286928577552,1.0,0.9
-0.16826296335263027,1.0,0.9400000000000001
0.32098553943432834,1.0,0.97
0.6131946473427117,1.0,0.99
0.7398359266387695,1.0,1.0
0.40299787370895845,1.0,0.0
0.41519284239219445,1.0,0.01
0.47519893610481934,1.0,0.05
0.4913522772697114,1.0,0.06
0.4913522772697114,1.0,0.06
0.5455519452792394,1.0,0.1
0.559711690020109,1.0,0.12
0.559711690020109,1.0,0.12
0.5574171258936298,1.0,0.15
0.47593116727070256,1.0,0.2
0.371365416065723,1.0,0.23
-0.07078107517984895,1.0,0.33
-0.10409533773207617,1.0,0.38
-0.10409533773207617,1.0,0.38
-0.06164396554553642,1.0,0.43
-0.10006730706397562,1.0,0.5
0.02372392465033954,1.0,0.66
0.07719426935650306,1.0,0.75
0.05940301558036944,1.0,0.97
-0.08349404288983471,1.0,1.0
-0.30581055194938445,1.0,0.05
-0.30749850209618684,1.0,0.06
-0.6056409750886924,1.0,0.13
-0.7828218159947066,1.0,0.15
-1.035980253899298,1.0,0.18
-0.817670551745056,1.0,0.26
-0.31287727571503127,1.0,0.3
-0.11557053446423808,1.0,0.37
-0.33654735883800124,1.0,0.4
-0.589630791290916,1.0,0.48
0.21144411903121968,1.0,0.59
0.4392423748114615,1.0,0.63
-0.17698313526400605,1.0,0.8
-0.35689314056046356,1.0,0.85
-0.36127732593290873,1.0,0.89
-0.2734028483395406,1.0,0.92
-0.18427971441588542,1.0,0.9400000000000001
-0.1354334285898859,1.0,0.9500000000000001
-0.08610973935641056,1.0,0.96
0.088311520023131,1.0,1.0
0.19388831723644184,1.0,0.0
0.17664839399672125,1.0,0.03
0.18089002498172208,1.0,0.07
0.5241516341490667,1.0,0.16
0.5768815617999609,1.0,0.17
0.31476111723856126,1.0,0.29
0.6417426267856438,1.0,0.48
0.43427295969790264,1.0,0.52
0.31465381479960736,1.0,0.56
0.31465381479960736,1.0,0.56
0.3171640105072812,1.0,0.5700000000000001
0.4371525800133211,1.0,0.61
0.4808725814522024,1.0,0.62
0.6200920197812761,1.0,0.67
0.44681022415174354,1.0,0.73
0.39293864144498236,1.0,0.74
0.12130474068933005,1.0,0.79
0.07444849683367022,1.0,0.8
-0.06177493622322143,1.0,0.84
-0.08549667950949807,1.0,0.87
0.5264784945343245,1.0,0.08
0.5796512236014345,1.0,0.11
0.6847812394576283,1.0,0.13
1.2056840620305367,1.0,0.19
1.5500035438827964,1.0,0.27
1.4909341530647628,1.0,0.3
1.2975952960001855,1.0,0.34
1.2310388118198414,1.0,0.35000000000000003
1.0770376198308167,1.0,0.37
-0.037356177488893444,1.0,0.47000000000000003
-0.7541700257220612,1.0,0.53
-0.8327087417233303,1.0,0.54
-0.9518375984076901,1.0,0.59
-0.682967371770212,1.0,0.68
-0.6978779472087538,1.0,0.71
-0.9184708488969706,1.0,0.78
-0.9879282014641373,1.0,0.8
-1.0172769440974534,1.0,0.81
-0.9828842550567052,1.0,0.87
-0.7366056542247494,1.0,0.9
0.02349592193104566,1.0,0.16
-0.7206356825640144,1.0,0.23
-1.111463410426419,1.0,0.29
-1.111463410426419,1.0,0.29
-0.6545515888777353,1.0,0.37
-0.3804349460262457,1.0,0.39
-0.23989869543090195,1.0,0.4
-0.23989869543090195,1.0,0.4
-0.10403715871409479,1.0,0.41000000000000003
0.47701979237064146,1.0,0.51
0.4761352105080223,1.0,0.59
0.4876954281093813,1.0,0.6
0.5176369253692386,1.0,0.65
0.25983127001381956,1.0,0.72
-0.4593217918156087,1.0,0.81
-0.6314953738878254,1.0,0.88
0.1558313117270057,1.0,0.9400000000000001
0.1558313117270057,1.0,0.9400000000000001
0.707990442374832,1.0,0.97
1.0361095490448995,1.0,0.99
0.4018582959181024,1.0,0.02
0.31204083923618847,1.0,0.05
0.24211680566439006,1.0,0.07
0.20542818199915655,1.0,0.08
0.13049338120254983,1.0,0.1
0.0927459779912003,1.0,0.11
0.0927459779912003,1.0,0.11
-0.2609191169201457,1.0,0.21
-0.3815360545682154,1.0,0.26
-0.40265329267826117,1.0,0.33
-0.2639240040981804,1.0,0.38
-0.2639240040981804,1.0,0.38
-0.030909530206892615,1.0,0.48
-0.00757706186043366,1.0,0.54
0.13988691103836934,1.0,0.71
-0.30000716508758923,1.0,0.8200000000000001
-0.4047353371881985,1.0,0.87
-0.844144629857089,1.0,0.96
-1.042810410777104,1.0,1.0
-1.042810410777104,1.0,1.0
0.6108352155328056,1.0,0.11
0.6108352155328056,1.0,0.11
0.48949728356201094,1.0,0.17
0.34806980394965786,1.0,0.19
0.28112592928133556,1.0,0.2
0.09416940143759986,1.0,0.25
-1.2820791252531805,1.0,0.42
-1.6916746131079194,1.0,0.45
-1.958714191452677,1.0,0.55
-1.736788419913889,1.0,0.5700000000000001
-0.05501351612896439,1.0,0.68
-1.6212404316126114,1.0,0.85
-2.0292366484447943,1.0,0.89
-1.88997805340152,1.0,0.9500000000000001
-1.7371646224716724,1.0,0.97
-1.7371646224716724,1.0,0.97
-1.7371646224716724,1.0,0.97
-1.660066760586586,1.0,0.98
-1.660066760586586,1.0,0.98
-1.5186122846192975,1.0,1.0
0.04035024192817405,1.0,0.07
-0.2732753296001106,1.0,0.11
-0.2732753296001106,1.0,0.11
0.20754070721457088,1.0,0.29
0.6179653664397295,1.0,0.35000000000000003
1.1482665525295828,1.0,0.51
1.1482665525295828,1.0,0.51
1.201111460837972,1.0,0.52
1.2970108933374263,1.0,0.55
1.2970108933374263,1.0,0.55
1.2883653698065427,1.0,0.5700000000000001
0.2868976114668688,1.0,0.67
0.11031138498197707,1.0,0.68
